Time	Position	Velocity	Acceleration
0.02	0.206252	0.236175	0.413146990741
0.04	0.210807	0.245427083333	0.350397569444
0.06	0.216038	0.251611666667	0.269321180556
0.08	0.220922	0.255329166667	0.230352816358
0.1	0.226221	0.260668055556	0.204107445988
0.12	0.231434	0.262269444444	0.231575231481
0.14	0.236561	0.269994444444	0.261971450617
0.16	0.242311	0.274773611111	0.212816358025
0.18	0.247645	0.276075	0.256186342593
0.2	0.253153	0.285190277778	0.287862654321
0.22	0.259145	0.290408333333	0.21287037037
0.24	0.264878	0.291731944444	0.216722608025
0.26	0.270697	0.297380555556	0.288165509259
0.28	0.276724	0.305248611111	0.285808256173
0.3	0.283011	0.309190277778	0.265158179012
0.32	0.289055	0.314673611111	0.282806712963
0.34	0.295567	0.321077777778	0.270507330247
0.36	0.301906	0.326729166667	0.215700231481
0.38	0.308712	0.329572222222	0.175636574074
0.4	0.315138	0.330368055556	0.281684027778
0.42	0.321702	0.340961111111	0.386377314815
0.44	0.328854	0.348731944444	0.362044753086
0.46	0.335678	0.355381944444	0.330910493827
0.48	0.343056	0.362216666667	0.294390432099
0.5	0.350261	0.364911111111	0.37934220679
0.52	0.357518	0.375411111111	0.535829475309
0.54	0.365259	0.387122222222	0.572145061728
0.56	0.372689	0.4078875	0.161001157407
0.58	0.382093	0.404266666667	-0.64296875
0.6	0.389749	0.363806944444	-0.610335648148
0.62	0.395741	0.361344444444	0.256236496914
0.64	0.403604	0.386531944444	0.643053626543
0.66	0.411623	0.398047222222	0.516253858025
0.68	0.419572	0.406511111111	0.337729552469
0.7	0.427989	0.408827777778	0.274270833333
0.72	0.435887	0.413247222222	0.410250771605
0.74	0.444286	0.427338888889	0.46671875
0.76	0.453136	0.435506944444	0.370302854938
0.78	0.461796	0.439840277778	0.354043209877
0.8	0.470594	0.449173611111	0.355783179012
0.82	0.479843	0.455154166667	0.316091820988
0.84	0.488779	0.4617125	0.282577160494
0.86	0.498339	0.467061111111	0.227584876543
0.88	0.507553	0.468580555556	0.26569058642
0.9	0.516888	0.4779125	0.298483796296
0.92	0.526777	0.482947222222	0.236905864198
0.94	0.536286	0.485084722222	0.263433641975
0.96	0.546019	0.49325	0.298630401235
0.98	0.556081	0.499075	0.256344521605
1	0.566057	0.502040277778	0.266570216049
1.02	0.576033	0.509734722222	0.279830246914
