Time	Position	Velocity	Acceleration
0.02	0.169065	0.184683333333	-0.932923611111
0.04	0.173191	0.161729166667	-0.597903935185
0.06	0.175532	0.1516825	-0.0703194444444
0.08	0.179016	0.154420833333	0.626856481481
0.1	0.181357	0.176394444444	1.31485300926
0.12	0.185657	0.218026388889	1.43805864198
0.14	0.190425	0.244720833333	1.01614197531
0.16	0.195747	0.256858333333	0.607563657407
0.18	0.200706	0.264834722222	0.386608796296
0.2	0.206358	0.271234722222	0.268454861111
0.22	0.211663	0.273190277778	0.278559027778
0.24	0.217125	0.281588888889	0.337170138889
0.26	0.222967	0.288616666667	0.328564814815
0.28	0.228758	0.2928875	0.387224151235
0.3	0.234514	0.303801388889	0.440142746914
0.32	0.240912	0.314280555556	0.330941358025
0.34	0.247258	0.317254166667	0.214529320988
0.36	0.253603	0.320041666667	0.21837962963
0.38	0.260018	0.324356944444	0.291807484568
0.4	0.26645	0.333831944444	0.278937114198
0.42	0.27349	0.338455555556	0.138956404321
0.44	0.28013	0.336665277778	0.110547839506
0.46	0.286788	0.341330555556	0.169014274691
0.48	0.293861	0.343669444444	0.241952160494
0.5	0.300502	0.348563888889	0.410765817901
0.52	0.307593	0.362159722222	0.484357638889
0.54	0.315117	0.371077777778	0.42197337963
0.56	0.322521	0.3767625	0.437274305556
0.58	0.330028	0.388163888889	0.475408950617
0.6	0.338107	0.397265277778	0.488832947531
0.62	0.34603	0.404309722222	0.626005015432
0.64	0.354058	0.420233333333	0.768562885802
0.66	0.362519	0.4473125	0.328559027778
0.68	0.372592	0.443327777778	-0.528931327161
0.7	0.38074	0.416316666667	-0.889554398148
0.72	0.389236	0.389956944444	-0.394290123457
0.74	0.395703	0.393270833333	0.474484953704
0.76	0.404458	0.422216666667	0.753113425926
0.78	0.413023	0.434169444444	0.479575617284
0.8	0.4219	0.441061111111	0.154602623457
0.82	0.430864	0.437158333333	-0.0186188271605
0.84	0.439377	0.433988888889	0.111894290123
0.86	0.447941	0.442368055556	0.233587962963
0.88	0.457165	0.447865277778	0.172702546296
0.9	0.466007	0.447433333333	0.16728587963
0.92	0.474884	0.453531944444	0.201039737654
0.94	0.484212	0.4572875	0.171608796296
0.96	0.493245	0.458676388889	0.206055169753
0.98	0.502399	0.465995833333	0.21994212963
1	0.511987	0.469436111111	0.162054398148
1.02	0.521262	0.469705555556	0.213454861111
1.04	0.530573	0.477798611111	0.276836419753
1.06	0.540455	0.4832125	0.249008487654
1.08	0.549991	0.485451388889	0.30494212963
1.1	0.559665	0.495709722222	0.34574845679
1.12	0.569929	0.501834722222	0.287839506173
1.14	0.579829	0.504680555556	0.323493441358
1.16	0.58992	0.514883333333	0.35143904321
1.18	0.600513	0.521423611111	0.285702160494
1.2	0.610898	0.5237875	0.326622299383
1.22	0.621318	0.5322	0.451365740741
1.24	0.632085	0.544844444444	0.441834490741
1.26	0.643216	0.552977777778	0.289801311728
1.28	0.654312	0.555691666667	0.170179398148
1.3	0.665477	0.556831944444	0.191400462963
1.32	0.676522	0.560923611111	0.324988425926
1.34	0.687756	0.571804166667	0.38138117284
1.36	0.699494	0.579086111111	0.31272183642
1.38	0.711024	0.582036111111	0.328553240741
1.4	0.722622	0.591211111111	0.383614969136
1.42	0.734707	0.599041666667	0.366423611111
1.44	0.746583	0.606644444444	0.312503858025
1.46	0.759014	0.612281944444	0.228452932099
1.48	0.771185	0.613273611111	0.246790123457
1.5	0.783356	0.621688888889	0.280711805556
1.52	0.7961	0.628093055556	0.141500771605
1.54	0.808635	0.627722222222	-0.126352237654
1.56	0.821101	0.629061111111	-0.926294367284
1.58	0.833982	0.6125	-3.09697337963
1.6	0.846258	0.541154166667	-7.08668402778
1.62	0.857683	0.352573611111	-11.8318904321
1.64	0.863543	0.0148805555556	-13.6698823302
1.66	0.857631	-0.292811111111	-10.577976466
1.68	0.848442	-0.437504166667	-5.66445408951
1.7	0.838612	-0.485377777778	-2.1037191358
1.72	0.828556	-0.489672222222	-0.308526234568
1.74	0.818812	-0.479075	0.256977237654
1.76	0.809502	-0.471493055556	0.264679783951
1.78	0.800087	-0.469708333333	0.232255015432
1.8	0.790569	-0.463101388889	0.228632330247
1.82	0.781623	-0.458820833333	0.170964506173
1.84	0.77233	-0.458736111111	0.215266203704
1.86	0.763071	-0.450718055556	0.281865354938
1.88	0.75435	-0.444656944444	0.254332561728
1.9	0.745422	-0.442975	0.335630787037
1.92	0.736475	-0.434408333333	0.538969907407
1.94	0.727876	-0.418372222222	0.607336033951
1.96	0.719848	-0.406356944444	0.499608410494
1.98	0.711717	-0.398984722222	0.400314429012
2	0.70388	-0.391808333333	0.363915895062
2.02	0.696061	-0.385544444444	0.379486882716
2.04	0.688363	-0.375602777778	0.357644675926
2.06	0.681133	-0.369577777778	0.267291666667
2.08	0.673661	-0.367197222222	0.26943287037
2.1	0.666292	-0.359013888889	0.295304783951
2.12	0.659409	-0.3546	0.303049768519
2.14	0.65211	-0.349636111111	0.414824459877
2.16	0.64521	-0.336183333333	0.444259259259
2.18	0.638812	-0.328823611111	0.355109953704
2.2	0.632154	-0.324844444444	0.380943287037
2.22	0.625687	-0.315726388889	0.488665123457
2.24	0.619429	-0.3027	0.494014274691
2.26	0.61369	-0.293681944444	0.396844135802
2.28	0.607778	-0.289069444444	0.375129243827
2.3	0.601969	-0.278858333333	0.366230709877
2.32	0.596716	-0.272395833333	0.291221064815
2.34	0.591185	-0.269958333333	0.326332947531
2.36	0.585724	-0.260247222222	0.397563657407
2.38	0.580783	-0.250569444444	0.336305941358
2.4	0.575894	-0.248313888889	0.331915509259
2.42	0.570675	-0.239358333333	0.412447916667
2.44	0.566306	-0.229455555556	0.405009645062
2.46	0.561625	-0.224254166667	0.433582175926
2.48	0.557152	-0.211955555556	0.446716820988
2.5	0.553251	-0.203975	0.36231095679
2.52	0.549089	-0.199784722222	0.365628858025
2.54	0.545084	-0.189247222222	0.367513503086
2.56	0.541634	-0.18315	0.301986882716
2.58	0.537837	-0.179968055556	0.345200617284
2.6	0.534231	-0.169079166667	0.379992283951
2.62	0.53118	-0.162173611111	0.320194830247
2.64	0.527851	-0.159098611111	0.369704861111
2.66	0.524609	-0.147956944444	0.437521219136
2.68	0.521973	-0.138468055556	0.387108410494
2.7	0.519199	-0.133563888889	0.379855324074
2.72	0.516547	-0.125568055556	0.46212962963
2.74	0.514085	-0.113584722222	0.484645061728
2.76	0.512091	-0.104819444444	0.436130401235
2.78	0.509872	-0.0959819444444	0.367341820988
2.8	0.508277	-0.0890069444444	0.26534529321
2.82	0.506456	-0.0876583333333	0.275478395062
2.84	0.504653	-0.0811736111111	0.420582561728
2.86	0.503058	-0.0683861111111	0.466479552469
2.88	0.502035	-0.0597625	0.387966820988
2.9	0.500735	-0.0543458333333	0.352858796296
2.92	0.499764	-0.0457791666667	0.33215470679
2.94	0.499001	-0.0408680555556	0.321957947531
2.96	0.498134	-0.0355194444444	0.416869212963
2.98	0.497406	-0.0232638888889	0.466921296296
3	0.497267	-0.0135361111111	0.382455632716
3.02	0.497007	-0.00936666666667	0.348082561728
3.04	0.496799	-0.00195	0.407534722222
3.06	0.496851	0.00871666666667	0.402374614198
3.08	0.497267	0.0148833333333	0.361014660494
3.1	0.497406	0.0221527777778	0.355005787037
3.12	0.498134	0.0301152777778	0.310185185185
3.14	0.498723	0.0334430555556	0.310557484568
3.16	0.49933	0.0423875	0.315673225309
3.18	0.500492	0.047925	0.253607253086
3.2	0.501324	0.0507180555556	0.275760030864
3.22	0.502434	0.0572916666667	0.366255787037
3.24	0.503561	0.0661916666667	0.425260416667
3.26	0.505069	0.0762777777778	0.394724151235
3.28	0.506716	0.0817708333333	0.358518518519
3.3	0.508259	0.0900791666667	0.348520447531
3.32	0.510374	0.0963444444444	0.320135030864
3.34	0.51216	0.100754166667	0.378142361111
3.36	0.514223	0.112534722222	0.389789737654
3.38	0.516807	0.118408333333	0.311014660494
3.4	0.518974	0.123333333333	0.294537037037
3.42	0.521661	0.130873611111	0.264334490741
3.44	0.524366	0.132729166667	0.294893904321
3.46	0.526845	0.14005	0.422866512346
3.48	0.52981	0.153368055556	0.398277391975
3.5	0.533208	0.158040277778	0.285887345679
3.52	0.536173	0.160547222222	0.337777777778
3.54	0.539398	0.172266666667	0.36580632716
3.56	0.543229	0.177305555556	0.313832947531
3.58	0.546472	0.1834	0.316925154321
3.6	0.550546	0.189844444444	0.325686728395
3.62	0.554083	0.195908333333	0.358856095679
3.64	0.558313	0.204958333333	0.350462962963
3.66	0.562335	0.211227777778	0.285248842593
3.68	0.566791	0.216173611111	0.236344521605
3.7	0.571039	0.218870833333	0.269538966049
3.72	0.57546	0.225398611111	0.366664737654
3.74	0.579951	0.235968055556	0.366898148148
3.76	0.585031	0.241780555556	0.294444444444
3.78	0.589694	0.244530555556	0.338526234568
3.8	0.594584	0.255923611111	0.360104166667
3.82	0.600062	0.262233333333	0.253601466049
3.84	0.605212	0.263054166667	0.258948688272
3.86	0.610361	0.272097222222	0.281712962963
3.88	0.616186	0.277498611111	0.181803626543
3.9	0.621596	0.277473611111	0.151327160494
3.92	0.627126	0.283036111111	0.14315779321
3.94	0.633004	0.284798611111	0.0946797839507
